index,text,label
502,"US economy shows solid GDP growth The US economy has grown more than expected, expanding at an annual rate of 3.8% in the last quarter of 2004. The gross domestic product figure was ahead of the 3.1% the government estimated a month ago. The rise reflects stronger spending by businesses on capital equipment and a smaller-than-expected trade deficit. GDP is a measure of a country's economic health, reflecting the value of the goods and services it produces. The new GDP figure, announced by the Commerce Department on Friday, also topped the 3.5% growth rate that economists had forecast ahead of Friday's announcement. Growth was at an annual rate of 4% in the third quarter of 2004 and for the year it came in at 4.4%, the best figure in five years. However, the positive economic climate may lead to a rise in interest rates, with many expecting US rates to rise on 22 March. In the January-to-March quarter, the economy is expected to grow at an annual rate of about 4%, economists forecast. In the final quarter of 2004, businesses increased spending on capital equipment and software by 18%, up from 17.5% in the third quarter. Consumer spending grew 4.2% in the final quarter, down from the third quarter's 5.1%.
",business
503,"Chinese wine tempts Italy's Illva Italy's Illva Saronno has agreed to buy 33% of Changyu, the largest wine maker in China. Changyu said in a statement to the Shenzhen stock exchange that Illva will pay 481.42m yuan ($58.16m; £30.7m), once the government approves the deal. The Italian liqueur maker will acquire the shares from the Yantai State Asset Management Bureau. Chinese wine sales are growing, the US Agriculture Department said, with wine sales in 2003 up 25% at 61.1bn yuan. China is encouraging state-owned companies to sell shares to foreign investors. Anheuser-Busch, Heineken and Scottish & Newcastle have all invested in the Chinese beer industry in the last two years and now Illva Saronno is betting on the Chinese wine market. Yantai State Asset Management Bureau - a government agency in the north-eastern city of Yantai - owns 55% of Changyu. The state agency will also sell 10% of its stake in Changyu to another overseas company, although it didn't say who. The remaining 12% will be retained by the Yantai city government. The consumption of wine in China is still low, at just 0.22 litres per capita, said the US Agriculture Department. This compares with 59 litres in France, 12 litres in the US and three litres in Japan.
",business
504,"Doves soar to UK album summit Manchester rock band Doves have entered the UK album chart at number one with their new release, Some Cities. The trio replace flamboyant US act Scissor Sisters at the top. The album follows single Black and White Town, which reached number six. R&B star Nelly has the new number one single with Over and Over, which sees him team up with Tim McGraw. Girls Aloud, Akon and Kaiser Chiefs all have new singles in the top ten, as do Futureheads and Usher. The latest Elvis Presley re-release, (Marie's The Name) His Latest Flame, entered the chart at number three, one place ahead of Girls Aloud's Wake Me Up. Hip-hop performer Akon's Locked Up is at number five, while hotly-tipped Leeds band Kaiser Chiefs have their second chart hit at number six with Oh My God. Futureheads' cover of Kate Bush's Hounds of Love entered the chart at number eight, while Usher's Caught Up was a new entry at number nine. In the album chart, operatic quartet Il Divo's eponymous debut rose 23 places to number six, while crooner Tony Christie's Definitive Collection is a new entry at number 10, making it the highest-charting album of the singer's career.
",entertainment
505,"February poll claim 'speculation' Reports that Tony Blair is planning a snap general election for February 2005 have been described as ""idle speculation"" by Downing Street. A spokesman said he had ""no idea"" where the reports in the Sunday Times and Sunday Telegraph had come from. The papers suggest ministers believe the government could benefit from a ""Baghdad bounce"" following successful Iraq elections in January. A British general election was last held in February in 1974. In that election, Edward Heath lost and failed to build a coalition with the Liberals. Harold Wilson took over and increased his majority later in the year in a second election The latest speculation suggests the prime minister favours a February poll in order to exploit his current opinion poll lead over Conservative leader Michael Howard. But that strategy could prompt criticism he was seeking to ""cut and run"" after less then four years of a parliamentary term. The papers report that Alan Milburn, Labour's head of elections strategy, has played a key role in the plan for a February election, which would include a New Year advertising blitz. New Labour's campaign, both newspapers said, would be centred around the slogan ""Britain is Working"". A Labour Party spokesman said the election date was ultimately a matter for Mr Blair, but he was unaware of anything to suggest it would be in February. Most commentators have been expecting an election on 5 May. The last election was in June 2001.
",politics
506,"Blind student 'hears in colour' A blind student has developed software that turns colours into musical notes so that he can read weather maps. Victor Wong, a graduate student from Hong Kong studying at Cornell University in New York State, had to read coloured maps of the upper atmosphere as part of his research. To study ""space weather"" Mr Wong needed to explore minute fluctuations in order to create mathematical models. A number of solutions were tried, including having a colleague describe the maps and attempting to print them in Braille. Mr Wong eventually hit upon the idea of translating individual colours into music, and enlisted the help of a computer graphics specialist and another student to do the programming work. ""The images have three dimensions and I had to find a way of reading them myself,"" Mr Wong told the BBC News website. ""For the sake of my own study - and for the sake of blind scientists generally - I felt it would be good to develop software that could help us to read colour images."" He tried a prototype version of the software to explore a photograph of a parrot. In order to have an exact reference to the screen, a pen and tablet device is used. The software then assigns one of 88 piano notes to individually coloured pixels - ranging from blue at the lower end of this scale to red at the upper end. Mr Wong says the application is still very much in its infancy and is only useful for reading images that have been created digitally. ""If I took a random picture and scanned it and then used my software to recognise it, it wouldn't work that well."" Mr Wong has been blind from the age of seven and he thinks that having a ""colour memory"" makes the software more useful than it would be to a scientist who had never had any vision. ""As the notes increase in pitch I know the colour's getting redder and redder, and in my mind's eye a patch of red appears."" The colour to music software has not yet been made available commercially, and Mr Wong believes that several people would have to work together to make it viable. But he hopes that one day it can be developed to give blind people access to photographs and other images.
",business
507,"Reboot ordered for EU patent law A European Parliament committee has ordered a rewrite of the proposals for controversial new European Union rules which govern computer-based inventions. The Legal Affairs Committee (JURI) said the Commission should re-submit the Computer Implemented Inventions Directive after MEPs failed to back it. It has had vocal critics who say it could favour large over small firms and impact open-source software innovation. Supporters say it would let firms protect their inventions. The directive is intended to offer patent protection to inventions that use software to achieve their effect, in other words, ""computer implemented invention"". The draft law suffered setbacks when Poland, one of the largest EU member states, rejected its adoption twice in two months. Intense lobbying on the issue has started to gain momentum in some national parliaments putting them under immense pressure. Only two MEPs backed the draft law at the JURI meeting, with one voting to abstain. Opponents of the draft directive welcomed the decision and said a new first reading of the proposals would give the EU a chance to have fuller debates about its implications in all member states. In the US, the patenting of computer programs and internet business methods is permitted. This means that the US-based Amazon.com holds a patent for its ""one-click shopping"" service, for example. Critics are concerned that the directive could lead to a similar model happening in Europe. This, they fear, could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court. Supporters say current laws are inefficient and it would serve to even up a playing field without bringing EU laws in line with the US.
",tech
508,"Vera Drake's Bafta triumph hope At the Bafta film awards on Saturday night, there is the prospect that a home-grown movie could walk off with a clutch of trophies. Vera Drake, Mike Leigh's tale about a 1950s backstreet abortionist, is nominated in 11 categories. These include best film, best director and best actress shortlist for Imelda Staunton who plays the eponymous character. The film has spent months being lauded with prizes, from the Venice Film Festival to five awards from the London Critics' Circle on Wednesday night. The Baftas has a tradition of honouring British cinema, and this year Vera Drake is the obvious candidate to be heaped with praise. Empire magazine's reviews editor Dan Jolin said the film had ""a very good chance"" of doing well on Saturday, predicting that it would collect five or six awards. ""I don't think it's going to do a Lord of the Rings-style sweep, but Imelda Staunton is a shoo-in for best actress,"" he said. ""A best director prize for Mike Leigh and best British film are also likely and it could steal some awards from heavily-nominated competitors The Aviator and Finding Neverland."" Mr Jolin tipped another contender - most likely The Aviator - to walk away with the Bafta for best film, and added that Finding Neverland had been lavished with nominations but not trophies. Strong Oscar contenders Million Dollar Baby and Sideways did not figure in the Bafta nominations, giving Vera Drake greater potential to walk away with the big prizes. ""There is a sense that this film is ours and we should slap our own guys on the back. Out of all the films in the running for the Baftas, Vera Drake is the true blue British one."" ""If Mike Leigh is going to win awards for anything, it should be Vera Drake at this year's Baftas"", said Mr Jolin, adding that the film was probably his most technically accomplished and lavish work yet. Mr Jolin also tipped Phil Davis for a best supporting actor prize for his role in Vera Drake but felt that Heather Craney could be outdone by Kate Winslet or Natalie Portman in the supporting actress category. ""If there is anywhere where this film is going to win, it will be at the Baftas,"" he said. The Guardian's film critic Peter Bradshaw felt that there ""might well be"" a sweep of awards for Vera Drake on Saturday night. ""I hope that Bafta voters will respond to the extremely high standard of acting from the whole cast of the film. If Bafta can't do so, what hope is there?"" he said. Mr Bradshaw felt that Mike Leigh's ""masterpiece"" was entitled to the best film award - leaving Dead Man's Shoes, Harry Potter and the Prisoner of Azkaban, My Summer of Love and Shaun of the Dead to slug it out for the best British film trophy. ""I will be cheering if Vera Drake wins a whole host of awards,"" he added.
",entertainment
509,"Chancellor rallies Labour voters Gordon Brown has issued a rallying cry to supporters, warning the ""stakes are too high"" to stay at home or protest vote in the next general election. The chancellor said the poll - expected to fall on 5 May - would give a ""clear and fundamental"" choice between Labour investment and Tory cuts. He told his party's spring conference the Tories must not be allowed to win. The Conservatives and Lib Dems insisted that voters faced higher taxes and means-testing under Labour. To a packed audience at Gateshead's Sage Centre, Mr Brown accused shadow chancellor Oliver Letwin of plotting cuts that were the equivalent of sacking every teacher, GP and nurse in the country. Laying into the Conservative's record in government he said: ""I give you this promise - with Labour, Britain will never return to the mistakes of ERM and 10% inflation, 15% interest rates, £3bn in lost reserves, 250,000 repossessed, one million in negative equity and three million unemployed. ""Never again Tory boom and bust. ""This will be the central dividing line at the election, between a Conservative Party taking Britain back and planning deep cuts of £35bn in our services, and a Labour government taking Britain forward, which on a platform of stability will reform and renew our hospitals, schools and public services and, I am proud to say, spend by 2008 £60bn more."" Turning to the economy, the chancellor promised to continue economic stability and growth in a third term in power. He also pledged to continue the fight against child and pensioner poverty. And he promised help to get young people on the property ladder. ""My message to the thousands of young couples waiting to obtain their first home is that housing is rightly now at the centre of our coming manifesto,"" he said. ""And the next Labour government will match our low mortgage rates with a new first-time buyers' initiative."" In the speech, which prompted a standing ovation, he also promised to end teenage unemployment within the next five years. He also highlighted plans for 100% debt relief for the world's poorest countries, a national minimum wage for 16 and 17-year-olds, the creation of a network of children's centres and flexibility in maternity leave. Responding to the speech, shadow chief secretary to the Treasury, George Osborne, said: ""This was more talk from Gordon Brown. ""We've heard it all before. Instead of talking about the future he kept on talking about the past. ""He completely failed to say which taxes he would put up to fill the black hole in his spending plans. ""There will be a simple choice at the election - value for money and lower taxes with the Conservatives, or more waste and higher taxes under Tony Blair and Gordon Brown."" Liberal Democrat shadow chancellor Vince Cable warned the picture was not as rosy as Mr Brown would like to portray it. ""For all his trumpeting of Labour's management of the economy, Gordon Brown's record is very mixed,"" he said. ""Gordon Brown has created a system of massive centralisation and bureaucracy, a system which subjects millions of people to means testing, and a system of taxation which is extremely complex. ""For all his positive words, Gordon Brown is faced with economic problems looming on the horizon, not least the unprecedented levels of personal debt facing the nation."" Also in Gateshead, the prime minister took questions sent in by e-mail, text message and telephone as part of Labour's attempt to engage the public in their campaign. Mr Blair told the audience he believed the Iraq war would have made Britain a safer place if its emerging democracy succeeded and that he wanted to bring troops home as soon as possible, but not before the job was done. He also said he wanted to carry on as PM ""because I still think that there are big changes our country needs"".
",politics
510,"More power to the people says HP The digital revolution is focused on letting people tell and share their own stories, according to Carly Fiorina, chief of technology giant Hewlett Packard. The job of firms such as HP now, she said in a speech at the Consumer Electronics Show (CES), was to ensure digital and physical worlds fully converged. She said the goal for 2005 was to make people the centre of technology. CES showcases 50,000 new gadgets that will be hitting the shelves in 2005. The tech-fest, the largest of its kind in the world, runs from 6 to 9 January. ""The digital revolution is about the democratisation of technology and the experiences it makes possible,"" she told delegates. ""Revolution has always been about giving power to the people."" She added: ""The real story of the digital revolution is not just new products, but the millions of experiences made possible and stories that millions can tell."" Part of giving people more control has been about the freeing up of content, such as images, video and music. Crucial to this has been the effort to make devices that speak to each other better so that content can be more easily transferred from one device, such as a digital camera, to others, such as portable media players. A lot of work still needs to be done, however, to sort out compatibility issues and standards within the technology industry so that gadgets just work seamlessly, she said. Ms Fiorina's talk also touted the way technology is being designed to focus on lifestyle, fashion and personalisation, something she sees as key to what people want. Special guest, singer Gwen Stefani, joined her on-stage to promote her own range of HP digital cameras which Ms Stefani has helped design and which are heavily influenced by Japanese youth culture. The digital cameras, which are due to go on sale in the US by the summer, are based on the HP 607 model. The emphasis on personalisation and lifestyle is a big theme at this year's CES, with tiny, wearable MP3 players at every turn and rainbow hues giving colour to everything. Ms Fiorina also announced that HP was working with Nokia to launch a visual radio service for mobiles, which would launch in Europe early this year. The service will let people listen to radio on their mobiles and download relevant content, like a track's ringtone, simultaneously. The service is designed to make mobile radio more interactive. Among the other new products she showcased was the Digital Media Hub, a big upgrade to HP's Digital Entertainment Centre. Coming out in the autumn in the US, the box is a networked, high-definition TV, cable set-top box, digital video recorder and DVD recorder. It has a removable hard drive cartridge, memory card slots, and Light Scribe labelling software which lets people design and print customised DVD labels and covers. It is designed to contain all a household's digital media, such as pre-recorded TV shows, pictures, videos and music so it can all be managed in one place. The hub reflects the increasing move to re-box the PC so that it can work as part of other key centres of entertainment. Research suggests that about 258 million images are saved and shared every day, equating to 94 billion a year. Eighty per cent of those remain on cameras. Media hubs are designed to encourage people to organise them on one box. Ms Fiorina was one of several keynote speakers, who also included Microsoft chief Bill Gates, to set out what major technology companies think people will be doing with technologies and gadgets in the next 12 months. In a separate announcement during the keynote speech, Ms Fiorina said that HP would be partnering MTV to replace this year's MTV Asia music award. MTV's Asia Aid will be held in Bangkok on 3 February, and is aimed at helping to raise money for the Asian tsunami disaster.
",tech
511,"Middlesbrough 2-2 Charlton A late header by teenager Danny Graham earned Middlesbrough a battling draw with Charlton at the Riverside. Matt Holland had put the visitors ahead in the 14th minute after his shot took a deflection off Franck Queudrue. But Middlesbrough peppered the Charlton goal after the break and Chris Riggott stroked home the equaliser. Shaun Bartlett's strike put Charlton back in front but that lead lasted just six minutes before Graham rushed onto Queudrue's pass to head home. The match burst to life from the whistle and Charlton defender Hermann Hreidarsson had sight of an open goal after just six minutes. Hreidarsson received Danny Murphy's free-kick from the right but he crashed his free header wide of the far post. The Iceland international looked such a danger the Boro bench could be heard issuing frantic instructions to mark him. Charlton's early pressure paid off when Bartlett received a long ball from Talal El Karkouri in the box and laid it off to Holland who buried his right-footed strike. Szilard Nemeth, recalled in place of Joseph-Desire Job, was twice denied his chance to get Middlesbrough back on level terms by Dean Kiely. The striker played a great one-two with Jimmy Floyd Hasselbaink only to see Kiely get down well to smother his shot before directing a header straight into the keeper's arms. Boro had plenty of time on the ball but the Addicks comfortably mopped up the pressure - with Kiely tipping a Hasselbaink header over the bar - to take their lead into half-time. It was all one-way traffic after the break at the Riverside as Middlesbrough poured forward and Kiely even saved Hreidarsson's blushes when he palmed the ball away to prevent a Charlton own goal. But the Addicks keeper could do nothing about Riggott's equaliser in the 74th minute. The Boro defender looked suspiciously offside as he got on the end of Gareth Southgate's misdirected effort, but despite the Charlton protests his goal stood. The Addicks did not let their heads drop and Bartlett left the Boro defence standing, picking up Hreidarsson's cross to easily sink his right-footed strike. But substitute Graham was on hand to grab a share of the points for the home side. The 19-year-old striker nodding home the equaliser - and his first Premiership goal - with five minutes left on the clock. ""I felt we did enough to win the game even though the first half was lacklustre. ""We dominated after the break, the players showed a fantastic response and we should have gone on to win. ""But for (Charlton goalkeeper) Dean Kiely, who made three tremendous saves, we could have scored five or six."" ""To take the lead and then to get penned back, it feels a little bit like a defeat,"" admitted Kiely. ""We were winning but Middlesbrough kept knocking on the door. But we stood up and credit to us we didn't capitulate. ""We'll kick on now. Our short-term ambition is to progress from the seventh place finish from last year."" Nash, Reiziger (Graham 82), Riggott, Southgate, Queudrue, Parlour (Job 86), Doriva, Nemeth (Parnaby 87), Zenden, Downing, Hasselbaink. Subs Not Used: Cooper, Knight. Riggott 74, Graham 86. Kiely, Hreidarsson, Perry, El Karkouri, Young, Konchesky, Murphy (Euell 78), Holland, Kishishev, Thomas (Johansson 72), Bartlett. Subs Not Used: Fish, Jeffers, Andersen. Konchesky, Hreidarsson, Perry. Holland 14, Bartlett 80. 29,603 M Riley (W Yorkshire).
",sport
512,"S Korean credit card firm rescued South Korea's largest credit card firm has averted liquidation following a one trillion won ($960m; £499m) bail-out. LG Card had been threatened with collapse because of its huge debts but the firm's creditors and its former parent have stepped in to rescue it. A consortium of creditors and LG Group, a family owned conglomerate, have each put up $480m to stabilise the firm. LG Card has seven million customers and its collapse would have sent shockwaves through the country's economy. The firm's creditors - which own 99% of LG Card - have been trying to agree a deal to secure its future for several weeks. They took control of the company in January when it avoided bankruptcy only through a $4.5bn bail-out. They had threatened to delist the company, a move which would have triggered massive debt redemptions and forced the company into bankruptcy, unless agreement was reached on its future funding. ""LG Card will not need any more financial aid after this,"" Laah Chong-gyu, executive director of Korea Development Bank - one of the firm's creditors - said. The agreement will see some 12 trillion won of debt converted into equity. ""The purpose of the capital injection is to avoid delisting and the goal will be met,"" David Kim, an analyst at Sejong Securities, told Reuters. South Korea's consumer credit market has been slowly recovering from a crisis in 2002 when a credit bubble burst and millions of consumers fell behind on their debt repayments. LG Card returned to profit in September but needed further capital to avoid being thrown off the market. South Korea's stock exchange can delist any firm if its debt exceeds its assets two years running.
",business
513,"UKIP candidate suspended in probe Eurosceptic party UKIP have suspended a candidate for allegedly suggesting the criminally insane should be killed. John Houston, 54, was due to stand in the East Kilbride seat in Lanarkshire at the next election. But he was suspended after his reported views, including the return of the British Empire, were sent to two Scottish newspapers. UKIP spokesman Mark Croucher said those who selected Mr Houston knew nothing of his views. The episode comes at a difficult time for UKIP, soon after the high-profile departure of MEP Robert Kilroy-Silk. Mr Houston is alleged to have said that the organs of the criminally insane should be ""made available to law-abiding members of the community"" and proposed the legalisation of drugs and the sex trade. The document reportedly said: ""We're looking for the resurrection of the British Empire. ""The problems for the human race - environmental and others - can only be dealt with on a global scale, and that calls for a radical alliance of the English-speaking nations, which they are uniquely able to do."" Mr Croucher said the main issue would be that Mr Houston's reported views had been presented as UKIP policy, which they were not. He said they might have been submissions to a committee working on the party's manifesto, but would not have been matched to Mr Houston when he was standing to become a candidate. He told BBC News: ""He appears to have said these things. We have suspended him as a member and as a candidate. ""By all accounts none of this was mentioned at his selection meeting. ""It is simply a distraction from the task in hand, the EU constitution, not individual idiocies."" Mr Houston was quoted in the Herald newspaper saying: ""I feel UKIP have over-reacted and overshot the runway."" Peter Nielson, who is UKIP Scotland chairman, said he had suspended Mr Houston on Friday night. ""He will remain suspended while the matter is being investigated and then we will decide if and what further action will be taken."" He said that any evidence would be looked into and Mr Houston may be interviewed by the party. He added: ""I can't comment too much at the moment, I have one version from him but I haven't seen the papers yet.""
",politics
514,"Women MPs reveal sexist taunts Women MPs endure ""shocking"" levels of sexist abuse at the hands of their male counterparts, a new study shows. Male MPs pretended to juggle imaginary breasts and jeered ""melons"" as women made Commons speeches, researchers from Birkbeck College were told. Labour's Yvette Cooper said she found it hard to persuade Commons officials she was a minister and not a secretary. Some 83 MPs gave their answers in 100 hours of taped interviews for the study ""Whose Secretary are You, minister"". The research team, under Professor Joni Lovenduski, had set out to look at the achievements and experiences of women at Westminster. But what emerged was complaints from MPs of all parties of sexist barracking in the Chamber, sexist insults and patronising assumptions about their abilities. Barbara Follet, one of the so-called ""Blair Babes"" elected in 1997, told researchers: ""I remember some Conservatives - whenever a Labour woman got up to speak they would take their breasts - imaginary breasts - in their hands and wiggle them and say 'melons' as we spoke."" Former Liberal Democrat MP Jackie Ballard recalled a stream of remarks from a leading MP on topics such as women's legs or their sexual persuasion. And ex-Tory education secretary Gillian Shepherd remembered how one of her male colleagues called all women ""Betty"". ""When I said, 'Look you know my name isn't Betty', he said, 'ah but you're all the same, so I call you all Betty'."" Harriet Harman told researchers of the sheer hostility prompted by her advancement to the Cabinet: ""Well, you've only succeeded because you're a woman."" Another current member of the Cabinet says she was told: ""Oh, you've had a very fast rise, who have you been sleeping with?"" Even after the great influx of women MPs at the 1997 general election, and greater numbers of women in the Cabinet, female MPs often say they feel stuck on the edge of a male world. Liberal Democrat Sarah Teather, the most recent female MP to be elected, told researchers: ""Lots of people say it's like an old boys club. ""I've always said to me it feels more like a teenage public school - you know a public school full of teenagers."" Prof Joni Lovenduski, who conducted the study with the help of Margaret Moran MP and a team of journalists, said she was shocked at the findings. ""We expected a bit of this but nothing like this extent. We expected to find a couple of shocking episodes."" But she said there was a difference between the experiences of women before the 1997 intake and afterwards. This was mainly because there were more women present in Parliament who were not prepared to ""put up with"" the sexist attitudes they came across, Prof Lovenduski said. But she added: ""Some women, including the women who came in 1997, received extraordinary treatment and I am not convinced that if the number of women changed back to what it was before 1997 that things would not change back. ""What I think is shocking to the general public is that these things go on in the House of Commons."" The interviews are to be placed in the British Library as a historical record.
",politics
515,"FA charges Liverpool and Millwall Liverpool and Millwall have been charged by the Football Association over crowd trouble during their Carling Cup match on 26 October. Millwall, who lost the match 3-0, have also been charged over alleged racist behaviour by their supporters. During the match at Millwall's new Den Stadium, seats were ripped up and four people were ejected from the ground. A disabled fan was injured at the perimeter of the pitch and riot police were needed to control the situation. Liverpool fans claimed the trouble was sparked by chants about the Hillsborough disaster, where 96 supporters were crushed to death in April 1989. But Lions chairman Theo Paphitis has denied the claims. He has said CCTV footage showed the catalyst for the trouble was a Liverpool fan attacking a Millwall fan in the west stand. However, Millwall have been charged with two breaches of FA rules. They have been charged with failing to ensure that fans refrained from racist and/or abusive behaviour and for failing to prevent spectators throwing missiles onto the pitch. Liverpool have been charged with one breach for failing to prevent their fans conducting themselves in threatening and/or violent and/or provocative behaviour. Both clubs have until 23 December to respond.
",sport
516,"Patti Smith to host arts festival Rock star Patti Smith has been made artistic director of this year's Meltdown festival, to be held at London's South Bank Centre in June. The punk pioneer follows Morrissey, David Bowie and Nick Cave in directing 15 days of concerts and events. Smith has yet to decide the line-up for Meltdown, which begins on 11 June. ""I want to touch on all aspects of our culture, perhaps with readings from Genet, and I have an idea for Jeremy Irons to read Proust,"" she said. The 58-year-old US singer of Because the Night told The Observer newspaper that the festival would be her response to these ""material, exploitative and greedy times"". ""It is important we explore the new, but we should also salute the best art there is, aesthetically and spiritually,"" she said. Last year's Meltdown festival, directed by the ex-Smiths star Morrissey, included appearances by singer Jane Birkin, Nancy Sinatra and playwright Alan Bennett. He also persuaded punk band The New York Dolls to reform for a reunion show.
",entertainment
517,"Gamers could drive high-definition TV, films, and games have been gearing up for some time now for the next revolution to transform the quality of what is on our screens. It is called high-definition - HD for short - and it is already hugely popular in Japan and the US. It is set, according to analysts, to do for images what CDs did for sound. Different equipment able to receive HD signals is needed though and is expensive. But Europe's gamers may be the early adopters to drive demand. Europeans will have to wait until at least 2006 until they see mainstream HDTV. To view it, it needs to be transmitted in HD format, and people need special receivers and displays that can handle the high-quality resolution. The next generation of consoles, however, are expected to start appearing at the end of 2005, start of 2006. And most new computer displays and plasma sets are already capable of handling such high-resolution pictures. ""In the next generation [of consoles] HD support is mandatory,"" Dr Mark Tuffy games systems director at digital content firm THX told the BBC News website. ""Every game is going to be playable in HD. ""So consumers who have gone out and spent all this money on HDTVs, and who have no content to watch, are going to be blown away by these really high-detail pictures. ""It's going to change really the way they look at gaming."" At the end of last year, Chris Deering, Sony's European president, made a prediction that 20 million European households would have HDTV sets by 2008. A previous prediction from analysts Datamonitor put the figure at 4.6 million by 2008, an increase from an estimated 50,000 sets at the end of 2003. But those in Europe may see little point in buying what is quite an expensive bit of technology - about £2,000 - if there are few programmes or films to watch on them. Satellite broadcaster BSkyB is planning HDTV services in 2006 and the BBC intends to produce all of its content in HD by 2010. Until broadcast rights, format standards - and the practicalities of updating equipment - are agreed, TV content will be limited. All TV images are made up of pixels which go across the screen, and scan lines which go down the screen. Most standard UK TV pictures are made up of 625 lines and about 700 pixels. HD offers up to 1,080 active lines, with each line made up of 1,920 pixels. This means the picture is up to six times as sharp as standard TV. ""Probably, in the UK [gaming] is going to be the only thing you are going to really be able to show off, as in 'look what this TV can do', until HD is really adopted by broadcasters,"" explains Dr Tuffy. But gamers are also the ideal target audience for HD because they always crave better quality graphics, and more immersive gaming experiences. They are used to spending money on hardware to match a game's requirements. Demographics have changed too and the ""sweet spot"" for the games industry is the gamer in his or her late 20s. This means they are likely to have higher disposable incomes and can afford the price of big-screen, high-definition display technologies and HD projectors, earlier than others. Higher capacity storage discs, such as HD-DVD and blue-ray , are set to be standard in the next round of games consoles - allowing developers more room for detailed graphics. For console developers though, HD offers some production changes. It could make games production slightly more expensive, thinks Dr Tuffy. ""But we may see the cross-platform development of games becoming more common because they will more easily be able to take a PC game and apply it to a console,"" he says. ""You are literally going to get to the point, with a Lord of the Rings game for example, is going to be closer and closer to the actual film, especially the CGI stuff from the DVD. ""And the transition when they move from a cut scene to the game, just now they have almost got it seamless."" With HD, he says, the transition will be completely seamless and the same quality as the big-screen cinema release. This could herald an increasing convergence between the film and gaming industry. But it may not be until the generation after the next games consoles where the two industries really collide. At that point, says Dr Tuffy, games could become more or less interactive movies.
",tech
518,"Super Size Me wins writers' award Super Size Me director Morgan Spurlock has won the Writers Guild of America's award for documentary feature writing. The Oscar-nominated film followed Spurlock as he ate only McDonald's fast food for an entire month. Spurlock was given the award at a special ceremony at the Roosevelt Hotel in Hollywood on Tuesday. Organisers said the rising popularity of documentary films led them to honour a writer for a documentary screenplay for the first time. Producer Brian Grazer presented the award to Spurlock and the film's backers, Roadside Attractions, Samuel Goldwyn Films and Showtime Independent Films. Spurlock set out to discover the effect of living on nothing but McDonald's for a month, upgrading to supersize portions when offered. The film followed his 25lb weight gain and the health effects on his body, including his liver and cholesterol levels. McDonald's announced it was to scrap its ""supersized"" meals last year, but denied the move was as a result of the negative publicity created by Spurlock's film. Spurlock was given his award on the same day the European Court of Human Rights ruled that two UK activists should have been given legal aid in their long fight against a McDonald's libel action. Helen Steel and David Morris, from north London, dubbed the ""McLibel Two"", were found guilty in a 1990s trial of libelling the company in a leaflet they had been handing out At the end of the case the High Court in London ruled McDonald's had been libelled and awarded the company £60,000 in damages, later reduced to £40,000 on appeal. But he found the leaflet was true in some aspects.
",entertainment
519,"Brown calls for £5.5bn Aids fund Gordon Brown has called on rich nations to fund a £5.5bn ($10bn) plan to fight the Aids epidemic and find a vaccine. On the fourth day of his six-day tour of Africa, the UK chancellor predicted a vaccine could be found by 2012 if the world stepped up its funding pledges. Doubling the £400m being spent yearly on finding such a vaccine could advance it by three years and save six million lives, Mr Brown said on Thursday. He hopes to use the UK's G8 presidency to push the issue forward. ""I believe that the generation that provided the finance to combat, cure and eradicate the world's deadliest disease of today - and today the world's least curable disease - HIV/Aids - will rightly earn the title 'the great generation',"" Mr Brown said in a speech during his African tour. The problems of HIV/Aids were inseparable from poverty, he added. ""At least $10 billion per annum (£5.5bn) is needed to address the HIV/Aids crisis in low and middle income countries. ""Existing financial commitments on their own will not stop the pandemic. ""The UK's proposal for an International Finance Facility is so important - increasing world aid flows by over $50 billion (£27bn). A doubling of world aid to halve world poverty."" Mr Brown also said he had agreed with the Italian finance minister Domenico Siniscalco to push forward with plans for the world-wide sharing and co-ordination of research into the disease. Currently the private sector was only spending £60m a year on seeking an inoculation and the market needed boosting, Mr Brown said. He called on industrialised nations to commit themselves to buying the first 300m vaccines at a cost of $20 each, thereby boosting the market for inoculations. This would be a ""large enough inducement to create much stronger interest from both large and small pharmaceutical firms"", Mr Brown added. More must also be done to finance the treatment and care of those living with HIV/Aids and their families, he said. But Aid charity Actionaid criticised Mr Brown's preoccupation with finding a vaccine and called on G8 nations to fund HIV/Aids treatments. The charity's head of HIV/Aids in Britain, Simon Wright said: ""While encouraging the pharmaceutical industry to discover an HIV vaccine is important, a failure to provide any funding for HIV treatments condemns a generation of people to death. ""HIV is decimating African countries, killing the most productive adults who should be working, caring for children and building the economy. An HIV vaccine is probably at least 10 years away. Treatments are needed now."" On Wednesday, Mr Brown visited slums in the Kenyan capital Nairobi . He will visit an HIV/Aids orphanage in Tanzania and a women's credit union in Mozambique before chairing a meeting of the Commission for Africa in Cape Town. The chancellor has already unveiled proposals for a G8 aid package which he has likened to the Marshall Plan used by the United States to rebuild Europe after World War Two.
",tech
